,val_acc,val_loss,best_val_acc,learning_rate,loss,step,Unnamed: 6,i,filetype,seed,dataset,method,replicate,split,test_acc,test_loss,test_step,val_f1,val_acc_and_f1,Unnamed: 8,test_f1,test_acc_and_f1,val_pearson,val_spearmanr,val_corr,best_val_spearmanr,test_pearson,test_spearmanr,test_corr,val_mcc,best_val_mcc,test_mcc
943,,,,,,,,0,test_last_log,3,MRPC,reinit_debiased,3,100,0.7122,0.6572,12.0,,,,0.815,0.7636,,,,,,,,,,
944,0.403941,0.697181,0.403941,2e-05,0.734823,1.0,,0,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.257669,0.330805,,,,,,,,,,,,,
945,0.684729,1.245426,0.684729,1.8e-05,0.708676,2.0,,1,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
946,0.684729,1.401347,0.684729,1.6e-05,0.966216,3.0,,2,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
947,0.684729,1.735272,0.684729,1.5e-05,0.070628,4.0,,3,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
948,0.684729,1.739955,0.684729,1.3e-05,1.103778,5.0,,4,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
949,0.684729,1.599171,0.684729,1.1e-05,0.645346,6.0,,5,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
950,0.684729,1.384988,0.684729,9e-06,1.411029,7.0,,6,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
951,0.684729,1.193913,0.684729,7e-06,0.497001,8.0,,7,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
952,0.684729,1.021217,0.684729,5e-06,0.723573,9.0,,8,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
953,0.689655,0.889463,0.689655,4e-06,0.746189,10.0,,9,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.815249,0.752452,,,,,,,,,,,,,
954,0.699507,0.812631,0.699507,2e-06,0.355002,11.0,,10,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.820059,0.759783,,,,,,,,,,,,,
955,0.694581,0.780351,0.699507,0.0,0.343225,12.0,,11,raw_log,0,MRPC,reinit_debiased,3,100,,,,0.816568,0.755575,,,,,,,,,,,,,
956,,,,,,,,0,test_best_log,0,MRPC,reinit_debiased,3,100,0.722,0.7611,12.0,,,,0.8309,0.7764,,,,,,,,,,
957,,,,,,,,0,test_last_log,0,MRPC,reinit_debiased,3,100,0.722,0.761,12.0,,,,0.8309,0.7764,,,,,,,,,,
958,0.315271,0.855794,0.315271,2e-05,0.957459,1.0,,0,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.0,0.157635,,,,,,,,,,,,,
959,0.684729,1.127354,0.684729,1.8e-05,0.918851,2.0,,1,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
960,0.684729,1.318084,0.684729,1.6e-05,0.917097,3.0,,2,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
961,0.684729,1.221456,0.684729,1.5e-05,1.114235,4.0,,3,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
962,0.684729,0.992504,0.684729,1.3e-05,0.756672,5.0,,4,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
963,0.684729,0.774889,0.684729,1.1e-05,0.569024,6.0,,5,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
964,0.689655,0.652926,0.689655,9e-06,0.600742,7.0,,6,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.807339,0.748497,,,,,,,,,,,,,
965,0.62069,0.642784,0.689655,7e-06,0.389401,8.0,,7,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.693227,0.656958,,,,,,,,,,,,,
966,0.561576,0.659088,0.689655,5e-06,0.481498,9.0,,8,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.578199,0.569888,,,,,,,,,,,,,
967,0.541872,0.661314,0.689655,4e-06,0.550204,10.0,,9,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.550725,0.546298,,,,,,,,,,,,,
968,0.576355,0.654075,0.689655,2e-06,0.617921,11.0,,10,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.601852,0.589103,,,,,,,,,,,,,
969,0.591133,0.649759,0.689655,0.0,0.606853,12.0,,11,raw_log,2,MRPC,reinit_debiased,3,100,,,,0.627803,0.609468,,,,,,,,,,,,,
970,,,,,,,,0,test_best_log,2,MRPC,reinit_debiased,3,100,0.6537,0.6242,12.0,,,,0.6953,0.6745,,,,,,,,,,
971,,,,,,,,0,test_last_log,2,MRPC,reinit_debiased,3,100,0.6488,0.6242,12.0,,,,0.6897,0.6692,,,,,,,,,,
972,0.428571,0.70077,0.428571,2e-05,0.702523,1.0,,0,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.395833,0.412202,,,,,,,,,,,,,
973,0.684729,1.18228,0.684729,1.8e-05,0.752874,2.0,,1,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
974,0.684729,1.266306,0.684729,1.6e-05,0.872582,3.0,,2,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
975,0.684729,1.565832,0.684729,1.5e-05,0.08289,4.0,,3,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
976,0.684729,1.547046,0.684729,1.3e-05,1.370562,5.0,,4,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
977,0.684729,1.380694,0.684729,1.1e-05,0.601805,6.0,,5,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
978,0.684729,1.154615,0.684729,9e-06,0.68482,7.0,,6,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
979,0.684729,1.154615,0.684729,7e-06,1.012048,8.0,,7,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
980,0.684729,0.978574,0.684729,5e-06,0.537435,9.0,,8,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
981,0.694581,0.848106,0.694581,4e-06,0.45154,10.0,,9,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.817647,0.756114,,,,,,,,,,,,,
982,0.694581,0.766093,0.694581,2e-06,0.565835,11.0,,10,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.815476,0.755029,,,,,,,,,,,,,
983,0.694581,0.732581,0.694581,0.0,0.685679,12.0,,11,raw_log,4,MRPC,reinit_debiased,3,100,,,,0.815476,0.755029,,,,,,,,,,,,,
984,,,,,,,,0,test_best_log,4,MRPC,reinit_debiased,3,100,0.7171,0.7014,12.0,,,,0.8274,0.7722,,,,,,,,,,
985,,,,,,,,0,test_last_log,4,MRPC,reinit_debiased,3,100,0.7171,0.701,12.0,,,,0.8274,0.7722,,,,,,,,,,
986,0.497537,0.688337,0.497537,2e-05,0.748941,1.0,,0,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.518868,0.508202,,,,,,,,,,,,,
987,0.684729,1.2158,0.684729,1.8e-05,0.737959,2.0,,1,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
988,0.684729,1.340419,0.684729,1.6e-05,0.68687,3.0,,2,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
989,0.684729,1.171904,0.684729,1.5e-05,1.619175,4.0,,3,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
990,0.684729,0.879515,0.684729,1.3e-05,1.034404,5.0,,4,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.812865,0.748797,,,,,,,,,,,,,
991,0.679803,0.682846,0.684729,1.1e-05,0.455032,6.0,,5,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.801223,0.740513,,,,,,,,,,,,,
992,0.694581,0.630782,0.694581,9e-06,0.434034,7.0,,6,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.798701,0.746641,,,,,,,,,,,,,
993,0.689655,0.620658,0.694581,7e-06,0.282166,8.0,,7,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.790698,0.740176,,,,,,,,,,,,,
994,0.704433,0.625808,0.704433,5e-06,0.40234,9.0,,8,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.805195,0.754814,,,,,,,,,,,,,
995,0.704433,0.627437,0.704433,4e-06,0.437384,10.0,,9,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.805195,0.754814,,,,,,,,,,,,,
996,0.70936,0.639926,0.70936,2e-06,0.338587,11.0,,10,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.810289,0.759824,,,,,,,,,,,,,
997,0.699507,0.651094,0.70936,0.0,0.270828,12.0,,11,raw_log,1,MRPC,reinit_debiased,3,100,,,,0.805112,0.75231,,,,,,,,,,,,,
998,,,,,,,,0,test_best_log,1,MRPC,reinit_debiased,3,100,0.7707,0.636,12.0,,,,0.8517,0.8112,,,,,,,,,,
999,,,,,,,,0,test_last_log,1,MRPC,reinit_debiased,3,100,0.7707,0.6362,12.0,,,,0.8517,0.8112,,,,,,,,,,
1000,,10.349553,,2e-05,10.982579,1.0,,0,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
1001,,10.349553,,1.8e-05,12.088705,2.0,,1,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
1002,,10.349553,,1.6e-05,11.859581,3.0,,2,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
1003,,3.750417,,1.5e-05,7.928212,4.0,,3,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.348417,0.346658,0.347537,0.346658,,,,,,
1004,,1.784957,,1.3e-05,4.917258,5.0,,4,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.453518,0.425761,0.439639,0.425761,,,,,,
1005,,2.440692,,1.1e-05,1.593764,6.0,,5,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.56315,0.539615,0.551382,0.539615,,,,,,
1006,,2.846526,,9e-06,2.238609,7.0,,6,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.657897,0.652979,0.655438,0.652979,,,,,,
1007,,2.841539,,7e-06,1.357945,8.0,,7,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.699703,0.702933,0.701318,0.702933,,,,,,
1008,,2.522878,,5e-06,1.581722,9.0,,8,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.726006,0.730547,0.728277,0.730547,,,,,,
1009,,2.165742,,4e-06,2.03363,10.0,,9,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.735965,0.741229,0.738597,0.741229,,,,,,
1010,,1.912717,,2e-06,1.157353,11.0,,10,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.741357,0.746795,0.744076,0.746795,,,,,,
1011,,1.832865,,0.0,1.218517,12.0,,11,raw_log,3,STS-B,reinit_debiased,3,100,,,,,,,,,0.743555,0.749516,0.746536,0.749516,,,,,,
1012,,,,,,,,0,test_best_log,3,STS-B,reinit_debiased,3,100,,1.9873,12.0,,,,,,,,,,0.727,0.7372,0.7321,,,
1013,,,,,,,,0,test_last_log,3,STS-B,reinit_debiased,3,100,,1.9873,12.0,,,,,,,,,,0.727,0.7372,0.7321,,,
1014,,5.695974,,2e-05,5.48974,1.0,,0,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
1015,,5.695974,,1.8e-05,7.82183,2.0,,1,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
1016,,5.695974,,1.6e-05,8.127159,3.0,,2,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
1017,,2.011361,,1.5e-05,6.471305,4.0,,3,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.57531,0.560599,0.567955,0.560599,,,,,,
1018,,2.279199,,1.3e-05,3.238521,5.0,,4,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.63078,0.643029,0.636904,0.643029,,,,,,
1019,,2.742676,,1.1e-05,1.745248,6.0,,5,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.655538,0.659862,0.6577,0.659862,,,,,,
1020,,2.453356,,9e-06,1.429076,7.0,,6,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.684632,0.687729,0.68618,0.687729,,,,,,
1021,,2.000695,,7e-06,2.401272,8.0,,7,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.707937,0.710331,0.709134,0.710331,,,,,,
1022,,1.623277,,5e-06,1.447632,9.0,,8,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.721586,0.723265,0.722426,0.723265,,,,,,
1023,,1.446939,,4e-06,1.019519,10.0,,9,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.731027,0.732463,0.731745,0.732463,,,,,,
1024,,1.373187,,2e-06,0.986644,11.0,,10,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.73936,0.74079,0.740075,0.74079,,,,,,
1025,,1.355846,,0.0,0.686767,12.0,,11,raw_log,0,STS-B,reinit_debiased,3,100,,,,,,,,,0.742978,0.744234,0.743606,0.744234,,,,,,
1026,,,,,,,,0,test_best_log,0,STS-B,reinit_debiased,3,100,,1.4247,12.0,,,,,,,,,,0.7325,0.7382,0.7354,,,
1027,,,,,,,,0,test_last_log,0,STS-B,reinit_debiased,3,100,,1.4247,12.0,,,,,,,,,,0.7325,0.7382,0.7354,,,
1028,,6.512106,,2e-05,6.587868,1.0,,0,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
1029,,6.512106,,1.8e-05,9.144661,2.0,,1,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
1030,,6.512106,,1.6e-05,8.287621,3.0,,2,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
1031,,2.618536,,1.5e-05,2.690199,4.0,,3,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.265342,0.26516,0.265251,0.26516,,,,,,
1032,,2.07676,,1.3e-05,3.455482,5.0,,4,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.429258,0.389926,0.409592,0.389926,,,,,,
1033,,2.819459,,1.1e-05,1.363507,6.0,,5,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.527527,0.498555,0.513041,0.498555,,,,,,
1034,,2.847639,,9e-06,1.310333,7.0,,6,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.606453,0.590356,0.598404,0.590356,,,,,,
1035,,2.540894,,7e-06,5.576052,8.0,,7,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.629298,0.617286,0.623292,0.617286,,,,,,
1036,,2.132341,,5e-06,1.389148,9.0,,8,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.651484,0.645397,0.648441,0.645397,,,,,,
1037,,1.788719,,4e-06,1.206737,10.0,,9,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.657466,0.655621,0.656543,0.655621,,,,,,
1038,,1.659738,,2e-06,0.831139,11.0,,10,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.663495,0.663557,0.663526,0.663557,,,,,,
1039,,1.590377,,0.0,1.273845,12.0,,11,raw_log,2,STS-B,reinit_debiased,3,100,,,,,,,,,0.667051,0.6688,0.667925,0.6688,,,,,,
1040,,,,,,,,0,test_best_log,2,STS-B,reinit_debiased,3,100,,1.7511,12.0,,,,,,,,,,0.6487,0.6556,0.6522,,,
1041,,,,,,,,0,test_last_log,2,STS-B,reinit_debiased,3,100,,1.7511,12.0,,,,,,,,,,0.6487,0.6556,0.6522,,,
1042,,7.313731,,2e-05,7.595839,1.0,,0,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
1043,,7.313731,,1.8e-05,9.99926,2.0,,1,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
1044,,7.313731,,1.6e-05,6.94062,3.0,,2,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
1045,,7.313731,,1.5e-05,9.648726,4.0,,3,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
1046,,2.374377,,1.3e-05,10.192064,5.0,,4,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.534723,0.528186,0.531454,0.528186,,,,,,
1047,,1.953988,,1.1e-05,2.545832,6.0,,5,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.588293,0.582011,0.585152,0.582011,,,,,,
1048,,2.303486,,9e-06,1.764309,7.0,,6,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.700757,0.725832,0.713295,0.725832,,,,,,
1049,,2.329617,,7e-06,1.892086,8.0,,7,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.755119,0.781257,0.768188,0.781257,,,,,,
1050,,2.090276,,5e-06,1.54863,9.0,,8,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.782427,0.79871,0.790569,0.79871,,,,,,
1051,,1.833749,,4e-06,1.066904,10.0,,9,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.792684,0.801254,0.796969,0.801254,,,,,,
1052,,1.676501,,2e-06,1.602471,11.0,,10,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.796465,0.800536,0.798501,0.801254,,,,,,
1053,,1.616456,,0.0,1.027638,12.0,,11,raw_log,4,STS-B,reinit_debiased,3,100,,,,,,,,,0.798065,0.800416,0.799241,0.801254,,,,,,
1054,,,,,,,,0,test_best_log,4,STS-B,reinit_debiased,3,100,,1.69,12.0,,,,,,,,,,0.7719,0.779,0.7755,,,
1055,,,,,,,,0,test_last_log,4,STS-B,reinit_debiased,3,100,,1.6894,12.0,,,,,,,,,,0.7719,0.7789,0.7754,,,
1056,,5.827065,,2e-05,6.80084,1.0,,0,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
1057,,5.827065,,1.8e-05,7.074833,2.0,,1,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
1058,,5.827065,,1.6e-05,8.55587,3.0,,2,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
1059,,2.217598,,1.5e-05,3.217725,4.0,,3,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.304483,0.215416,0.259949,0.215416,,,,,,
1060,,2.351803,,1.3e-05,2.100427,5.0,,4,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.50883,0.460253,0.484541,0.460253,,,,,,
1061,,2.900844,,1.1e-05,1.707109,6.0,,5,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.657784,0.694156,0.67597,0.694156,,,,,,
1062,,2.761592,,9e-06,1.941756,7.0,,6,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.725735,0.759041,0.742388,0.759041,,,,,,
1063,,2.3503,,7e-06,4.389821,8.0,,7,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.749208,0.762753,0.75598,0.762753,,,,,,
1064,,1.92676,,5e-06,1.739898,9.0,,8,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.751596,0.751115,0.751355,0.762753,,,,,,
1065,,1.671721,,4e-06,1.276815,10.0,,9,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.745046,0.737537,0.741291,0.762753,,,,,,
1066,,1.543994,,2e-06,1.174327,11.0,,10,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.739243,0.728813,0.734028,0.762753,,,,,,
1067,,1.512371,,0.0,2.222374,12.0,,11,raw_log,1,STS-B,reinit_debiased,3,100,,,,,,,,,0.73884,0.728585,0.733712,0.762753,,,,,,
1068,,,,,,,,0,test_best_log,1,STS-B,reinit_debiased,3,100,,1.5591,12.0,,,,,,,,,,0.6958,0.6794,0.6876,,,
1069,,,,,,,,0,test_last_log,1,STS-B,reinit_debiased,3,100,,1.5577,12.0,,,,,,,,,,0.6957,0.6792,0.6874,,,
1070,,0.781436,,2e-05,0.763008,1.0,,0,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,-0.050398,-0.050398,
1071,,0.977357,,1.8e-05,0.927644,2.0,,1,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1072,,1.216732,,1.6e-05,0.58693,3.0,,2,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1073,,1.229921,,1.5e-05,1.531762,4.0,,3,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1074,,1.132885,,1.3e-05,0.382487,5.0,,4,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1075,,0.973145,,1.1e-05,0.893473,6.0,,5,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1076,,0.827855,,9e-06,0.48968,7.0,,6,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1077,,0.722432,,7e-06,0.817989,8.0,,7,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1078,,0.662517,,5e-06,0.414591,9.0,,8,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.065575,0.065575,
1079,,0.639064,,4e-06,0.414712,10.0,,9,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.131529,0.131529,
1080,,0.63103,,2e-06,0.447153,11.0,,10,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.147197,0.147197,
1081,,0.629613,,0.0,0.219063,12.0,,11,raw_log,3,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.147197,0.147197,
1082,,,,,,,,0,test_best_log,3,CoLA,reinit_debiased,3,100,,0.6261,12.0,,,,,,,,,,,,,,,0.2229
1083,,,,,,,,0,test_last_log,3,CoLA,reinit_debiased,3,100,,0.6261,12.0,,,,,,,,,,,,,,,0.2229
1084,,0.856864,,2e-05,1.027495,1.0,,0,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1085,,0.844025,,1.8e-05,0.899642,2.0,,1,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1086,,1.10537,,1.6e-05,0.540192,3.0,,2,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1087,,1.200317,,1.5e-05,0.627883,4.0,,3,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1088,,1.11698,,1.3e-05,0.78259,5.0,,4,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1089,,0.964541,,1.1e-05,0.638923,6.0,,5,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1090,,0.81275,,9e-06,0.442954,7.0,,6,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.0,
1091,,0.75904,,7e-06,0.112968,8.0,,7,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.065575,0.065575,
1092,,0.735072,,5e-06,0.270846,9.0,,8,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.065575,0.065575,
1093,,0.704222,,4e-06,0.472197,10.0,,9,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.092826,0.092826,
1094,,0.684638,,2e-06,0.367147,11.0,,10,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.113798,0.113798,
1095,,0.676116,,0.0,0.39523,12.0,,11,raw_log,0,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.147197,0.147197,
1096,,,,,,,,0,test_best_log,0,CoLA,reinit_debiased,3,100,,0.6945,12.0,,,,,,,,,,,,,,,0.1665
1097,,,,,,,,0,test_last_log,0,CoLA,reinit_debiased,3,100,,0.6945,12.0,,,,,,,,,,,,,,,0.1665
1098,,0.944924,,2e-05,0.967821,1.0,,0,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.041514,0.041514,
1099,,0.844133,,1.8e-05,1.056113,2.0,,1,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1100,,1.253383,,1.6e-05,0.458933,3.0,,2,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1101,,1.41391,,1.5e-05,0.865268,4.0,,3,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1102,,1.35602,,1.3e-05,0.802566,5.0,,4,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1103,,1.2172,,1.1e-05,0.51562,6.0,,5,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1104,,1.049404,,9e-06,0.797317,7.0,,6,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1105,,0.906851,,7e-06,1.365014,8.0,,7,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1106,,0.800123,,5e-06,0.42013,9.0,,8,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1107,,0.727765,,4e-06,0.509334,10.0,,9,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1108,,0.688372,,2e-06,0.402978,11.0,,10,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1109,,0.675341,,0.0,0.360792,12.0,,11,raw_log,2,CoLA,reinit_debiased,3,100,,,,,,,,,,,,,,,,0.0,0.041514,
1110,,,,,,,,0,test_best_log,2,CoLA,reinit_debiased,3,100,,0.6985,12.0,,,,,,,,,,,,,,,-0.0293
1111,,,,,,,,0,test_last_log,2,CoLA,reinit_debiased,3,100,,0.6983,12.0,,,,,,,,,,,,,,,-0.0293
